78,104,22,12,7,0,1,0,0,0,0,0,0,0,0,0
104,3780,3087,976,593,176,65,28,13,7,0,1,1,0,0,0
22,3087,10310,5818,3070,833,340,152,120,54,13,31,6,0,0,0
12,976,5818,9506,6864,1649,626,390,286,106,18,88,18,1,1,0
7,593,3070,6864,13084,4370,1769,1013,775,401,85,264,87,6,1,0
0,176,833,1649,4370,2892,1466,870,747,304,103,270,90,9,0,1
1,65,340,626,1769,1466,906,663,594,292,97,188,89,10,0,0
0,28,152,390,1013,870,663,580,516,276,65,184,64,8,1,0
0,13,120,286,775,747,594,516,672,452,132,315,104,10,1,0
0,7,54,106,401,304,292,276,452,366,103,290,114,15,1,0
0,0,13,18,85,103,97,65,132,103,32,103,32,6,0,0
0,1,31,88,264,270,188,184,315,290,103,450,229,34,10,0
0,1,6,18,87,90,89,64,104,114,32,229,264,64,13,0
0,0,0,1,6,9,10,8,10,15,6,34,64,28,10,1
0,0,0,1,1,0,0,1,1,1,0,10,13,10,4,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
